Year;Month;Anomaly Monthly TWAT;Unc. Monthly TWAT;Anomaly Annual TWAT;Unc. Annual TWAT;Anomaly Five-year TWAT;Unc. Five-year TWAT;Anomaly Ten-year TWAT;Unc. Ten-year TWAT;Anomaly Twenty-year TWAT;Unc. Twenty-year TWAT
1896;4;-0.371;0.130;-0.201;0.083;-0.292;0.073;-0.286;0.071;-0.328;0.069
1896;5;-0.259;0.125;-0.208;0.082;-0.295;0.074;-0.286;0.071;-0.328;0.069
1896;6;-0.162;0.122;-0.200;0.083;-0.294;0.074;-0.285;0.071;-0.328;0.069
1896;7;-0.130;0.124;-0.202;0.084;-0.289;0.074;-0.285;0.071;-0.328;0.069
1896;8;-0.112;0.129;-0.202;0.084;-0.290;0.075;-0.284;0.071;-0.327;0.069
1896;9;-0.203;0.113;-0.192;0.084;-0.291;0.075;-0.285;0.071;-0.327;0.069
1896;10;-0.089;0.103;-0.166;0.084;-0.287;0.075;-0.285;0.071;-0.325;0.069
1896;11;-0.241;0.111;-0.151;0.085;-0.284;0.075;-0.283;0.071;-0.325;0.069
1896;12;-0.086;0.106;-0.154;0.085;-0.282;0.075;-0.285;0.071;-0.324;0.070
1897;1;-0.176;0.123;-0.160;0.086;-0.282;0.075;-0.285;0.071;-0.322;0.070
1897;2;-0.197;0.111;-0.169;0.085;-0.280;0.075;-0.284;0.071;-0.322;0.070
1897;3;-0.281;0.114;-0.174;0.085;-0.277;0.075;-0.284;0.071;-0.321;0.070
1897;4;-0.061;0.123;-0.185;0.086;-0.275;0.075;-0.283;0.072;-0.321;0.070
1897;5;-0.073;0.130;-0.191;0.088;-0.269;0.075;-0.283;0.072;-0.321;0.070
1897;6;-0.199;0.133;-0.210;0.089;-0.269;0.075;-0.284;0.072;-0.321;0.070
1897;7;-0.207;0.147;-0.207;0.089;-0.268;0.076;-0.283;0.072;-0.321;0.070
1897;8;-0.220;0.129;-0.227;0.090;-0.261;0.076;-0.282;0.072;-0.321;0.070
1897;9;-0.258;0.125;-0.259;0.093;-0.255;0.076;-0.282;0.072;-0.321;0.070
1897;10;-0.215;0.117;-0.288;0.094;-0.253;0.076;-0.283;0.072;-0.320;0.070
1897;11;-0.313;0.108;-0.317;0.093;-0.249;0.076;-0.282;0.072;-0.321;0.070
1897;12;-0.321;0.119;-0.322;0.091;-0.247;0.076;-0.281;0.072;-0.321;0.070
1898;1;-0.143;0.137;-0.334;0.090;-0.247;0.076;-0.277;0.072;-0.321;0.070
1898;2;-0.430;0.121;-0.347;0.090;-0.245;0.076;-0.273;0.072;-0.321;0.070
1898;3;-0.673;0.131;-0.360;0.090;-0.242;0.076;-0.274;0.072;-0.322;0.070
1898;4;-0.407;0.127;-0.383;0.090;-0.238;0.076;-0.274;0.072;-0.322;0.070
1898;5;-0.420;0.124;-0.397;0.090;-0.239;0.076;-0.275;0.072;-0.322;0.070
1898;6;-0.257;0.124;-0.400;0.091;-0.238;0.077;-0.277;0.073;-0.322;0.070
1898;7;-0.350;0.131;-0.404;0.091;-0.239;0.077;-0.279;0.073;-0.323;0.070
1898;8;-0.374;0.134;-0.402;0.091;-0.238;0.078;-0.282;0.073;-0.324;0.070
1898;9;-0.419;0.115;-0.382;0.089;-0.232;0.078;-0.284;0.073;-0.324;0.070
1898;10;-0.486;0.113;-0.365;0.089;-0.227;0.078;-0.287;0.073;-0.326;0.071
1898;11;-0.485;0.103;-0.350;0.089;-0.226;0.078;-0.288;0.073;-0.328;0.071
1898;12;-0.349;0.123;-0.360;0.088;-0.228;0.078;-0.290;0.074;-0.330;0.071
1899;1;-0.198;0.110;-0.355;0.087;-0.230;0.078;-0.291;0.074;-0.332;0.071
1899;2;-0.399;0.122;-0.339;0.088;-0.232;0.078;-0.294;0.074;-0.335;0.071
1899;3;-0.440;0.114;-0.315;0.087;-0.234;0.078;-0.296;0.074;-0.337;0.071
1899;4;-0.206;0.119;-0.284;0.087;-0.238;0.078;-0.296;0.074;-0.340;0.071
1899;5;-0.237;0.123;-0.242;0.087;-0.238;0.079;-0.297;0.074;-0.341;0.071
1899;6;-0.380;0.115;-0.237;0.086;-0.242;0.079;-0.298;0.074;-0.342;0.071
1899;7;-0.284;0.124;-0.253;0.086;-0.243;0.078;-0.300;0.074;-0.344;0.071
1899;8;-0.180;0.135;-0.223;0.087;-0.242;0.078;-0.302;0.074;-0.344;0.071
1899;9;-0.134;0.113;-0.189;0.086;-0.243;0.078;-0.304;0.074;-0.345;0.071
1899;10;-0.112;0.108;-0.182;0.086;-0.248;0.079;-0.306;0.075;-0.345;0.071
1899;11;0.020;0.113;-0.172;0.085;-0.253;0.079;-0.305;0.075;-0.345;0.071
1899;12;-0.299;0.106;-0.154;0.085;-0.256;0.078;-0.305;0.075;-0.346;0.070
1900;1;-0.381;0.122;-0.148;0.085;-0.258;0.078;-0.304;0.075;-0.346;0.070
1900;2;-0.038;0.129;-0.148;0.086;-0.260;0.078;-0.306;0.075;-0.346;0.070
1900;3;-0.034;0.101;-0.149;0.086;-0.262;0.078;-0.306;0.075;-0.346;0.070
1900;4;-0.124;0.116;-0.141;0.086;-0.266;0.078;-0.307;0.075;-0.346;0.070
1900;5;-0.113;0.121;-0.159;0.087;-0.269;0.079;-0.307;0.075;-0.346;0.070
1900;6;-0.175;0.113;-0.142;0.088;-0.272;0.079;-0.307;0.075;-0.346;0.070
1900;7;-0.205;0.124;-0.130;0.088;-0.274;0.078;-0.308;0.075;-0.346;0.070
1900;8;-0.178;0.140;-0.137;0.088;-0.269;0.078;-0.308;0.075;-0.346;0.070
1900;9;-0.154;0.119;-0.140;0.088;-0.265;0.078;-0.308;0.075;-0.345;0.070
1900;10;-0.004;0.109;-0.135;0.088;-0.266;0.077;-0.309;0.075;-0.346;0.070
1900;11;-0.205;0.108;-0.141;0.090;-0.267;0.077;-0.309;0.076;-0.346;0.069
1900;12;-0.095;0.110;-0.148;0.090;-0.272;0.077;-0.310;0.076;-0.347;0.069
1901;1;-0.232;0.128;-0.155;0.090;-0.274;0.077;-0.311;0.076;-0.348;0.069
1901;2;-0.124;0.117;-0.159;0.090;-0.277;0.077;-0.312;0.076;-0.348;0.069
1901;3;-0.071;0.110;-0.172;0.090;-0.280;0.077;-0.310;0.076;-0.350;0.069
1901;4;-0.063;0.122;-0.197;0.091;-0.281;0.077;-0.307;0.076;-0.351;0.069
1901;5;-0.183;0.126;-0.203;0.091;-0.282;0.077;-0.308;0.076;-0.352;0.069
1901;6;-0.267;0.115;-0.223;0.091;-0.286;0.077;-0.309;0.076;-0.353;0.069
1901;7;-0.286;0.130;-0.223;0.090;-0.293;0.077;-0.310;0.076;-0.354;0.068
1901;8;-0.219;0.135;-0.220;0.089;-0.297;0.077;-0.312;0.077;-0.354;0.068
1901;9;-0.313;0.117;-0.245;0.089;-0.300;0.077;-0.313;0.077;-0.355;0.068
1901;10;-0.308;0.114;-0.267;0.089;-0.306;0.077;-0.314;0.077;-0.355;0.068
1901;11;-0.279;0.109;-0.285;0.089;-0.311;0.077;-0.315;0.077;-0.355;0.068
1901;12;-0.328;0.120;-0.294;0.089;-0.314;0.077;-0.316;0.077;-0.355;0.068
1902;1;-0.238;0.121;-0.299;0.087;-0.318;0.077;-0.318;0.077;-0.355;0.068
1902;2;-0.091;0.105;-0.310;0.087;-0.323;0.077;-0.320;0.077;-0.356;0.068
1902;3;-0.362;0.111;-0.315;0.087;-0.331;0.077;-0.321;0.077;-0.355;0.068
1902;4;-0.335;0.120;-0.326;0.086;-0.336;0.077;-0.323;0.077;-0.354;0.068
1902;5;-0.394;0.133;-0.345;0.086;-0.341;0.078;-0.326;0.077;-0.354;0.068
1902;6;-0.377;0.115;-0.359;0.086;-0.342;0.078;-0.329;0.077;-0.354;0.067
1902;7;-0.339;0.121;-0.361;0.085;-0.341;0.078;-0.330;0.077;-0.354;0.067
1902;8;-0.361;0.128;-0.366;0.085;-0.350;0.078;-0.332;0.077;-0.354;0.067
1902;9;-0.364;0.114;-0.367;0.085;-0.356;0.078;-0.333;0.077;-0.355;0.067
1902;10;-0.445;0.100;-0.380;0.084;-0.361;0.078;-0.333;0.077;-0.356;0.067
1902;11;-0.509;0.105;-0.387;0.084;-0.364;0.078;-0.335;0.077;-0.356;0.067
1902;12;-0.487;0.106;-0.401;0.083;-0.367;0.079;-0.336;0.077;-0.355;0.067
1903;1;-0.263;0.102;-0.413;0.084;-0.369;0.079;-0.338;0.077;-0.354;0.067
1903;2;-0.153;0.116;-0.431;0.084;-0.371;0.079;-0.337;0.077;-0.353;0.067
1903;3;-0.382;0.109;-0.449;0.083;-0.375;0.079;-0.337;0.077;-0.354;0.067
1903;4;-0.481;0.115;-0.459;0.084;-0.380;0.079;-0.337;0.077;-0.354;0.067
1903;5;-0.477;0.124;-0.463;0.085;-0.380;0.079;-0.336;0.076;-0.354;0.067
1903;6;-0.546;0.108;-0.468;0.085;-0.382;0.079;-0.338;0.076;-0.354;0.067
1903;7;-0.487;0.119;-0.497;0.086;-0.383;0.079;-0.338;0.076;-0.355;0.066
1903;8;-0.572;0.127;-0.540;0.088;-0.386;0.079;-0.339;0.076;-0.356;0.066
1903;9;-0.590;0.109;-0.561;0.088;-0.387;0.079;-0.339;0.076;-0.356;0.066
1903;10;-0.565;0.111;-0.567;0.088;-0.387;0.079;-0.339;0.076;-0.356;0.066
1903;11;-0.549;0.111;-0.574;0.087;-0.389;0.079;-0.340;0.076;-0.356;0.066
1903;12;-0.550;0.110;-0.572;0.087;-0.389;0.079;-0.341;0.076;-0.355;0.066
1904;1;-0.615;0.121;-0.576;0.087;-0.390;0.079;-0.346;0.076;-0.352;0.066
1904;2;-0.671;0.116;-0.570;0.088;-0.392;0.079;-0.346;0.075;-0.352;0.066
1904;3;-0.625;0.111;-0.568;0.088;-0.392;0.079;-0.347;0.075;-0.352;0.066
1904;4;-0.563;0.118;-0.559;0.088;-0.390;0.079;-0.350;0.075;-0.351;0.066
1904;5;-0.551;0.118;-0.536;0.088;-0.392;0.080;-0.352;0.075;-0.350;0.066
1904;6;-0.530;0.114;-0.518;0.088;-0.389;0.080;-0.353;0.075;-0.349;0.066
1904;7;-0.528;0.122;-0.495;0.088;-0.392;0.080;-0.355;0.075;-0.349;0.066
1904;8;-0.501;0.130;-0.488;0.088;-0.399;0.080;-0.357;0.074;-0.349;0.066
1904;9;-0.571;0.110;-0.469;0.089;-0.398;0.080;-0.359;0.074;-0.348;0.066
1904;10;-0.452;0.111;-0.455;0.089;-0.398;0.080;-0.362;0.074;-0.348;0.065
1904;11;-0.273;0.105;-0.435;0.089;-0.400;0.080;-0.366;0.074;-0.347;0.065
1904;12;-0.334;0.113;-0.419;0.089;-0.402;0.080;-0.367;0.074;-0.346;0.065
1905;1;-0.343;0.124;-0.403;0.090;-0.403;0.080;-0.367;0.074;-0.345;0.065
1905;2;-0.587;0.111;-0.387;0.090;-0.403;0.080;-0.370;0.073;-0.343;0.065
1905;3;-0.389;0.116;-0.370;0.091;-0.404;0.080;-0.375;0.073;-0.342;0.065
1905;4;-0.401;0.125;-0.358;0.091;-0.401;0.080;-0.377;0.073;-0.341;0.065
1905;5;-0.316;0.119;-0.351;0.091;-0.401;0.080;-0.379;0.073;-0.339;0.065
1905;6;-0.334;0.116;-0.343;0.092;-0.400;0.080;-0.381;0.073;-0.339;0.065
1905;7;-0.336;0.127;-0.338;0.092;-0.402;0.080;-0.383;0.072;-0.339;0.065
1905;8;-0.314;0.134;-0.313;0.092;-0.405;0.080;-0.385;0.072;-0.338;0.065
1905;9;-0.357;0.121;-0.295;0.092;-0.409;0.079;-0.387;0.072;-0.338;0.065
1905;10;-0.315;0.109;-0.266;0.091;-0.408;0.079;-0.391;0.072;-0.338;0.065
1905;11;-0.180;0.111;-0.265;0.091;-0.406;0.079;-0.394;0.071;-0.338;0.064
1905;12;-0.240;0.115;-0.260;0.090;-0.404;0.079;-0.399;0.071;-0.338;0.064
1906;1;-0.284;0.113;-0.260;0.091;-0.402;0.079;-0.402;0.071;-0.338;0.064
1906;2;-0.295;0.117;-0.260;0.090;-0.401;0.078;-0.406;0.070;-0.338;0.064
1906;3;-0.167;0.107;-0.259;0.090;-0.397;0.078;-0.411;0.070;-0.338;0.064
1906;4;-0.050;0.125;-0.249;0.091;-0.396;0.078;-0.415;0.070;-0.338;0.064
1906;5;-0.312;0.123;-0.264;0.091;-0.397;0.078;-0.418;0.070;-0.338;0.064
1906;6;-0.272;0.112;-0.258;0.092;-0.397;0.078;-0.421;0.069;-0.339;0.064
1906;7;-0.337;0.127;-0.271;0.091;-0.399;0.077;-0.422;0.069;-0.340;0.064
1906;8;-0.309;0.131;-0.288;0.091;-0.395;0.077;-0.425;0.069;-0.341;0.064
1906;9;-0.342;0.117;-0.300;0.090;-0.394;0.077;-0.426;0.069;-0.341;0.064
1906;10;-0.202;0.113;-0.324;0.090;-0.394;0.076;-0.426;0.068;-0.343;0.064
1906;11;-0.354;0.115;-0.339;0.089;-0.393;0.076;-0.426;0.068;-0.344;0.064
1906;12;-0.176;0.124;-0.355;0.089;-0.392;0.076;-0.426;0.068;-0.347;0.064
1907;1;-0.434;0.105;-0.361;0.088;-0.392;0.076;-0.426;0.068;-0.348;0.064
1907;2;-0.499;0.107;-0.369;0.088;-0.390;0.075;-0.427;0.067;-0.350;0.064
1907;3;-0.314;0.099;-0.373;0.087;-0.388;0.075;-0.427;0.067;-0.352;0.064
1907;4;-0.335;0.112;-0.377;0.087;-0.388;0.075;-0.426;0.067;-0.354;0.064
1907;5;-0.497;0.118;-0.391;0.085;-0.390;0.074;-0.425;0.067;-0.356;0.064
1907;6;-0.466;0.117;-0.415;0.083;-0.393;0.074;-0.424;0.066;-0.357;0.064
1907;7;-0.401;0.123;-0.410;0.083;-0.393;0.073;-0.425;0.066;-0.358;0.064
1907;8;-0.411;0.129;-0.395;0.082;-0.391;0.073;-0.426;0.066;-0.358;0.064
1907;9;-0.387;0.111;-0.420;0.081;-0.393;0.072;-0.428;0.066;-0.359;0.064
1907;10;-0.257;0.108;-0.429;0.081;-0.393;0.071;-0.430;0.066;-0.360;0.064
1907;11;-0.515;0.101;-0.417;0.081;-0.394;0.071;-0.429;0.066;-0.360;0.064
1907;12;-0.469;0.099;-0.411;0.079;-0.396;0.070;-0.429;0.065;-0.361;0.064
1908;1;-0.374;0.099;-0.409;0.079;-0.397;0.070;-0.431;0.065;-0.363;0.064
1908;2;-0.310;0.098;-0.417;0.079;-0.399;0.069;-0.433;0.065;-0.363;0.063
1908;3;-0.612;0.097;-0.418;0.078;-0.400;0.069;-0.434;0.065;-0.362;0.063
1908;4;-0.445;0.108;-0.438;0.077;-0.401;0.068;-0.433;0.065;-0.362;0.063
1908;5;-0.352;0.117;-0.444;0.077;-0.408;0.068;-0.432;0.064;-0.362;0.063
1908;6;-0.396;0.105;-0.451;0.076;-0.416;0.068;-0.432;0.064;-0.363;0.063
1908;7;-0.384;0.117;-0.479;0.076;-0.422;0.067;-0.431;0.064;-0.363;0.063
1908;8;-0.497;0.121;-0.491;0.076;-0.427;0.066;-0.429;0.064;-0.363;0.063
1908;9;-0.404;0.103;-0.487;0.076;-0.435;0.066;-0.428;0.063;-0.362;0.063
1908;10;-0.500;0.103;-0.494;0.075;-0.443;0.065;-0.426;0.063;-0.360;0.063
1908;11;-0.581;0.097;-0.506;0.073;-0.448;0.065;-0.424;0.063;-0.359;0.063
1908;12;-0.559;0.090;-0.513;0.073;-0.452;0.065;-0.419;0.063;-0.359;0.063
1909;1;-0.704;0.091;-0.525;0.072;-0.455;0.064;-0.414;0.063;-0.359;0.063
1909;2;-0.456;0.100;-0.515;0.072;-0.458;0.064;-0.410;0.062;-0.358;0.063
1909;3;-0.571;0.088;-0.521;0.071;-0.460;0.063;-0.407;0.062;-0.357;0.063
1909;4;-0.527;0.102;-0.517;0.070;-0.462;0.063;-0.405;0.062;-0.357;0.063
1909;5;-0.495;0.106;-0.501;0.070;-0.461;0.063;-0.402;0.062;-0.357;0.063
1909;6;-0.475;0.099;-0.495;0.069;-0.463;0.062;-0.400;0.062;-0.357;0.063
1909;7;-0.528;0.117;-0.467;0.068;-0.459;0.062;-0.398;0.062;-0.357;0.063
1909;8;-0.383;0.117;-0.466;0.067;-0.454;0.061;-0.396;0.062;-0.358;0.063
1909;9;-0.467;0.098;-0.464;0.067;-0.456;0.061;-0.393;0.061;-0.359;0.063
1909;10;-0.455;0.089;-0.454;0.067;-0.453;0.061;-0.389;0.061;-0.360;0.063
1909;11;-0.393;0.086;-0.444;0.067;-0.449;0.060;-0.388;0.061;-0.362;0.063
1909;12;-0.486;0.090;-0.440;0.067;-0.446;0.060;-0.386;0.061;-0.363;0.063
1910;1;-0.363;0.090;-0.431;0.067;-0.447;0.060;-0.385;0.061;-0.362;0.063
1910;2;-0.450;0.087;-0.433;0.067;-0.449;0.060;-0.381;0.061;-0.363;0.063
1910;3;-0.546;0.083;-0.430;0.067;-0.453;0.059;-0.378;0.060;-0.364;0.063
1910;4;-0.409;0.101;-0.424;0.066;-0.459;0.059;-0.375;0.060;-0.364;0.063
1910;5;-0.379;0.112;-0.443;0.067;-0.458;0.059;-0.372;0.060;-0.365;0.063
1910;6;-0.416;0.099;-0.460;0.067;-0.458;0.059;-0.371;0.060;-0.365;0.063
1910;7;-0.424;0.111;-0.482;0.067;-0.460;0.059;-0.370;0.060;-0.365;0.063
1910;8;-0.412;0.115;-0.497;0.067;-0.462;0.058;-0.368;0.060;-0.366;0.063
1910;9;-0.427;0.097;-0.506;0.068;-0.460;0.058;-0.367;0.060;-0.366;0.063
1910;10;-0.388;0.086;-0.515;0.068;-0.458;0.058;-0.367;0.060;-0.366;0.063
1910;11;-0.612;0.094;-0.531;0.068;-0.459;0.058;-0.366;0.060;-0.366;0.063
1910;12;-0.694;0.096;-0.541;0.068;-0.460;0.058;-0.366;0.060;-0.368;0.063
1911;1;-0.624;0.092;-0.547;0.068;-0.460;0.058;-0.366;0.059;-0.367;0.063
1911;2;-0.633;0.095;-0.553;0.068;-0.458;0.057;-0.365;0.059;-0.368;0.063
1911;3;-0.655;0.091;-0.559;0.068;-0.458;0.057;-0.366;0.059;-0.369;0.063
1911;4;-0.519;0.103;-0.552;0.069;-0.456;0.057;-0.368;0.059;-0.370;0.063
1911;5;-0.571;0.107;-0.527;0.069;-0.450;0.057;-0.368;0.059;-0.370;0.063
1911;6;-0.530;0.099;-0.491;0.069;-0.442;0.057;-0.369;0.059;-0.370;0.063
1911;7;-0.505;0.115;-0.458;0.068;-0.429;0.057;-0.369;0.059;-0.369;0.063
1911;8;-0.484;0.115;-0.421;0.068;-0.425;0.057;-0.369;0.059;-0.369;0.063
1911;9;-0.494;0.104;-0.402;0.068;-0.421;0.057;-0.370;0.059;-0.369;0.063
1911;10;-0.302;0.094;-0.374;0.068;-0.417;0.057;-0.371;0.059;-0.368;0.063
1911;11;-0.313;0.090;-0.348;0.067;-0.412;0.057;-0.373;0.059;-0.367;0.063
1911;12;-0.265;0.087;-0.324;0.067;-0.409;0.057;-0.377;0.059;-0.367;0.063
1912;1;-0.232;0.083;-0.321;0.067;-0.404;0.057;-0.379;0.059;-0.367;0.063
1912;2;-0.188;0.090;-0.325;0.067;-0.401;0.057;-0.381;0.059;-0.368;0.063
1912;3;-0.417;0.089;-0.336;0.067;-0.398;0.057;-0.384;0.059;-0.367;0.063
1912;4;-0.189;0.096;-0.362;0.067;-0.391;0.057;-0.385;0.059;-0.366;0.063
1912;5;-0.252;0.103;-0.375;0.067;-0.387;0.057;-0.386;0.059;-0.366;0.063
1912;6;-0.252;0.105;-0.394;0.067;-0.380;0.057;-0.386;0.059;-0.365;0.063
1912;7;-0.458;0.115;-0.413;0.067;-0.378;0.057;-0.386;0.059;-0.365;0.063
1912;8;-0.542;0.116;-0.434;0.066;-0.372;0.058;-0.385;0.059;-0.365;0.063
1912;9;-0.625;0.097;-0.440;0.066;-0.364;0.058;-0.384;0.059;-0.365;0.063
1912;10;-0.617;0.087;-0.450;0.067;-0.356;0.058;-0.386;0.059;-0.365;0.063
1912;11;-0.462;0.093;-0.463;0.067;-0.349;0.058;-0.385;0.059;-0.363;0.063
1912;12;-0.492;0.086;-0.482;0.067;-0.346;0.058;-0.387;0.059;-0.362;0.063
1913;1;-0.460;0.086;-0.478;0.067;-0.342;0.058;-0.387;0.059;-0.362;0.063
1913;2;-0.445;0.096;-0.463;0.066;-0.337;0.059;-0.389;0.059;-0.363;0.063
1913;3;-0.486;0.086;-0.446;0.066;-0.334;0.059;-0.387;0.059;-0.363;0.063
1913;4;-0.312;0.101;-0.423;0.066;-0.332;0.059;-0.387;0.059;-0.362;0.063
1913;5;-0.408;0.105;-0.405;0.066;-0.324;0.059;-0.388;0.059;-0.362;0.063
1913;6;-0.475;0.104;-0.368;0.065;-0.316;0.059;-0.388;0.060;-0.360;0.063
1913;7;-0.417;0.110;-0.327;0.065;-0.309;0.059;-0.388;0.060;-0.360;0.063
1913;8;-0.361;0.115;-0.305;0.066;-0.302;0.059;-0.387;0.060;-0.359;0.063
1913;9;-0.416;0.096;-0.291;0.066;-0.296;0.059;-0.386;0.060;-0.358;0.063
1913;10;-0.345;0.084;-0.290;0.066;-0.293;0.059;-0.382;0.060;-0.356;0.063
1913;11;-0.248;0.086;-0.275;0.066;-0.289;0.059;-0.378;0.060;-0.354;0.063
1913;12;-0.050;0.088;-0.256;0.066;-0.286;0.060;-0.376;0.060;-0.351;0.063
1914;1;0.037;0.092;-0.244;0.066;-0.283;0.060;-0.372;0.060;-0.350;0.063
1914;2;-0.186;0.100;-0.231;0.067;-0.281;0.060;-0.369;0.061;-0.348;0.063
1914;3;-0.317;0.094;-0.218;0.068;-0.279;0.060;-0.367;0.061;-0.346;0.063
1914;4;-0.290;0.101;-0.193;0.068;-0.281;0.060;-0.363;0.061;-0.344;0.063
1914;5;-0.226;0.106;-0.183;0.068;-0.284;0.060;-0.361;0.061;-0.343;0.063
1914;6;-0.253;0.099;-0.188;0.069;-0.292;0.061;-0.360;0.061;-0.342;0.063
1914;7;-0.270;0.115;-0.209;0.069;-0.299;0.061;-0.359;0.061;-0.340;0.063
1914;8;-0.211;0.119;-0.201;0.070;-0.307;0.062;-0.359;0.061;-0.340;0.063
1914;9;-0.251;0.104;-0.180;0.071;-0.312;0.062;-0.358;0.062;-0.339;0.063
1914;10;-0.049;0.090;-0.150;0.071;-0.317;0.062;-0.357;0.062;-0.338;0.063
1914;11;-0.132;0.091;-0.131;0.072;-0.323;0.062;-0.358;0.062;-0.338;0.063
1914;12;-0.110;0.093;-0.125;0.073;-0.326;0.063;-0.358;0.062;-0.338;0.063
1915;1;-0.207;0.101;-0.119;0.074;-0.324;0.063;-0.357;0.062;-0.338;0.063
1915;2;-0.093;0.107;-0.113;0.074;-0.321;0.063;-0.356;0.062;-0.338;0.063
1915;3;-0.063;0.094;-0.111;0.074;-0.315;0.063;-0.353;0.062;-0.337;0.063
1915;4;0.068;0.108;-0.131;0.075;-0.313;0.064;-0.351;0.063;-0.337;0.063
1915;5;0.003;0.113;-0.129;0.076;-0.312;0.064;-0.350;0.063;-0.336;0.063
1915;6;-0.183;0.106;-0.139;0.077;-0.315;0.064;-0.349;0.063;-0.336;0.063
1915;7;-0.202;0.127;-0.140;0.077;-0.315;0.064;-0.348;0.063;-0.336;0.063
1915;8;-0.132;0.127;-0.147;0.076;-0.316;0.064;-0.346;0.063;-0.335;0.063
1915;9;-0.231;0.101;-0.168;0.076;-0.315;0.065;-0.345;0.063;-0.334;0.063
1915;10;-0.290;0.095;-0.200;0.076;-0.317;0.065;-0.342;0.063;-0.334;0.063
1915;11;-0.114;0.094;-0.227;0.076;-0.318;0.065;-0.339;0.064;-0.333;0.063
1915;12;-0.226;0.097;-0.243;0.077;-0.316;0.065;-0.337;0.064;-0.331;0.063
1916;1;-0.217;0.103;-0.255;0.077;-0.315;0.065;-0.333;0.064;-0.329;0.063
1916;2;-0.183;0.102;-0.274;0.077;-0.316;0.066;-0.329;0.064;-0.328;0.063
1916;3;-0.315;0.095;-0.286;0.078;-0.313;0.066;-0.326;0.064;-0.327;0.063
1916;4;-0.309;0.107;-0.296;0.078;-0.309;0.067;-0.324;0.064;-0.327;0.063
1916;5;-0.325;0.118;-0.328;0.078;-0.307;0.067;-0.322;0.065;-0.327;0.063
1916;6;-0.376;0.112;-0.370;0.078;-0.310;0.067;-0.319;0.065;-0.326;0.063
1916;7;-0.345;0.126;-0.404;0.079;-0.314;0.068;-0.316;0.065;-0.326;0.063
1916;8;-0.360;0.129;-0.447;0.081;-0.314;0.068;-0.314;0.065;-0.325;0.063
1916;9;-0.374;0.115;-0.481;0.082;-0.313;0.068;-0.311;0.065;-0.324;0.063
1916;10;-0.412;0.096;-0.497;0.083;-0.310;0.069;-0.309;0.065;-0.323;0.063
1916;11;-0.498;0.105;-0.518;0.082;-0.310;0.069;-0.308;0.065;-0.322;0.063
1916;12;-0.732;0.109;-0.526;0.082;-0.312;0.069;-0.307;0.065;-0.322;0.063
1917;1;-0.624;0.118;-0.525;0.083;-0.314;0.070;-0.308;0.065;-0.321;0.063
1917;2;-0.695;0.121;-0.522;0.083;-0.316;0.070;-0.309;0.065;-0.320;0.063
1917;3;-0.724;0.110;-0.517;0.084;-0.319;0.070;-0.307;0.066;-0.320;0.063
1917;4;-0.499;0.111;-0.522;0.084;-0.324;0.070;-0.307;0.066;-0.320;0.063
1917;5;-0.573;0.114;-0.514;0.085;-0.330;0.071;-0.307;0.066;-0.318;0.063
1917;6;-0.482;0.109;-0.508;0.084;-0.336;0.071;-0.307;0.066;-0.317;0.063
1917;7;-0.333;0.131;-0.495;0.084;-0.336;0.071;-0.306;0.066;-0.317;0.063
1917;8;-0.321;0.132;-0.477;0.082;-0.341;0.071;-0.304;0.066;-0.316;0.063
1917;9;-0.309;0.115;-0.453;0.082;-0.343;0.071;-0.302;0.066;-0.315;0.063
1917;10;-0.469;0.104;-0.449;0.082;-0.347;0.072;-0.299;0.066;-0.313;0.063
1917;11;-0.402;0.098;-0.438;0.082;-0.351;0.072;-0.298;0.066;-0.312;0.063
1917;12;-0.669;0.097;-0.430;0.083;-0.352;0.072;-0.295;0.066;-0.311;0.063
1918;1;-0.462;0.106;-0.434;0.083;-0.354;0.072;-0.294;0.066;-0.309;0.063
1918;2;-0.483;0.106;-0.438;0.082;-0.356;0.072;-0.293;0.067;-0.308;0.063
1918;3;-0.435;0.105;-0.433;0.083;-0.355;0.072;-0.292;0.067;-0.306;0.063
1918;4;-0.449;0.108;-0.401;0.083;-0.352;0.072;-0.292;0.067;-0.305;0.063
1918;5;-0.442;0.118;-0.378;0.084;-0.354;0.072;-0.291;0.067;-0.305;0.063
1918;6;-0.390;0.115;-0.346;0.085;-0.358;0.073;-0.289;0.067;-0.305;0.063
1918;7;-0.374;0.127;-0.324;0.086;-0.356;0.073;-0.289;0.067;-0.304;0.064
1918;8;-0.368;0.131;-0.296;0.087;-0.356;0.073;-0.289;0.067;-0.303;0.064
1918;9;-0.250;0.116;-0.284;0.087;-0.356;0.073;-0.288;0.067;-0.302;0.064
1918;10;-0.085;0.103;-0.253;0.088;-0.355;0.074;-0.286;0.067;-0.301;0.064
1918;11;-0.134;0.109;-0.239;0.088;-0.354;0.074;-0.284;0.068;-0.299;0.064
1918;12;-0.278;0.110;-0.235;0.088;-0.351;0.074;-0.283;0.068;-0.298;0.064
1919;1;-0.200;0.113;-0.235;0.088;-0.349;0.074;-0.285;0.068;-0.297;0.064
1919;2;-0.148;0.122;-0.234;0.088;-0.347;0.074;-0.286;0.068;-0.297;0.064
1919;3;-0.288;0.111;-0.246;0.088;-0.343;0.074;-0.284;0.068;-0.296;0.064
1919;4;-0.083;0.115;-0.269;0.088;-0.338;0.074;-0.283;0.068;-0.295;0.064
