Year;Month;Anomaly Monthly TAVG;Unc. Monthly TAVG;Anomaly Annual TAVG;Unc. Annual TAVG;Anomaly Five-year TAVG;Unc. Five-year TAVG;Anomaly Ten-year TAVG;Unc. Ten-year TAVG;Anomaly Twenty-year TAVG;Unc. Twenty-year TAVG
1877;9;0.046;0.364;0.082;0.253;-0.295;0.187;-0.332;0.144;-0.428;0.140
1877;10;0.054;0.363;0.160;0.251;-0.298;0.190;-0.337;0.142;-0.430;0.139
1877;11;0.209;0.444;0.153;0.247;-0.294;0.188;-0.338;0.141;-0.436;0.138
1877;12;-0.767;0.592;0.197;0.279;-0.295;0.190;-0.338;0.140;-0.439;0.137
1878;1;-0.610;0.847;0.211;0.302;-0.296;0.190;-0.341;0.139;-0.439;0.137
1878;2;0.648;0.761;0.211;0.321;-0.293;0.190;-0.350;0.137;-0.437;0.137
1878;3;1.412;0.514;0.211;0.325;-0.291;0.192;-0.348;0.136;-0.438;0.137
1878;4;0.624;0.405;0.204;0.333;-0.290;0.191;-0.345;0.134;-0.439;0.136
1878;5;-0.265;0.424;0.219;0.342;-0.271;0.192;-0.346;0.133;-0.441;0.137
1878;6;0.388;0.410;0.263;0.340;-0.263;0.194;-0.346;0.132;-0.443;0.136
1878;7;0.487;0.454;0.292;0.311;-0.256;0.191;-0.348;0.133;-0.444;0.137
1878;8;0.321;0.511;0.198;0.282;-0.258;0.188;-0.353;0.133;-0.445;0.138
1878;9;0.046;0.406;0.061;0.277;-0.255;0.187;-0.354;0.134;-0.444;0.137
1878;10;-0.039;0.451;-0.033;0.273;-0.254;0.186;-0.355;0.132;-0.445;0.136
1878;11;0.390;0.502;-0.046;0.262;-0.247;0.186;-0.360;0.131;-0.442;0.135
1878;12;-0.230;0.573;-0.098;0.256;-0.255;0.185;-0.362;0.132;-0.441;0.133
1879;1;-0.264;0.571;-0.149;0.246;-0.257;0.185;-0.364;0.135;-0.443;0.131
1879;2;-0.486;0.564;-0.222;0.237;-0.253;0.185;-0.368;0.137;-0.444;0.129
1879;3;-0.226;0.502;-0.275;0.236;-0.252;0.184;-0.369;0.139;-0.438;0.126
1879;4;-0.513;0.374;-0.261;0.230;-0.254;0.184;-0.376;0.139;-0.436;0.127
1879;5;-0.416;0.386;-0.344;0.224;-0.251;0.184;-0.388;0.137;-0.436;0.126
1879;6;-0.234;0.391;-0.422;0.203;-0.232;0.184;-0.394;0.137;-0.437;0.125
1879;7;-0.129;0.373;-0.459;0.209;-0.218;0.179;-0.398;0.138;-0.438;0.125
1879;8;-0.556;0.486;-0.530;0.230;-0.212;0.178;-0.402;0.138;-0.440;0.125
1879;9;-0.583;0.403;-0.589;0.231;-0.218;0.176;-0.409;0.138;-0.443;0.126
1879;10;0.123;0.410;-0.621;0.244;-0.223;0.172;-0.413;0.136;-0.444;0.125
1879;11;-0.606;0.408;-0.612;0.237;-0.227;0.170;-0.417;0.135;-0.447;0.123
1879;12;-1.160;0.449;-0.619;0.224;-0.235;0.174;-0.419;0.136;-0.446;0.122
1880;1;-0.717;0.599;-0.626;0.224;-0.250;0.174;-0.422;0.137;-0.446;0.122
1880;2;-1.336;0.605;-0.601;0.209;-0.259;0.172;-0.423;0.139;-0.444;0.122
1880;3;-0.928;0.551;-0.607;0.208;-0.264;0.172;-0.418;0.139;-0.445;0.122
1880;4;-0.896;0.483;-0.663;0.200;-0.277;0.169;-0.419;0.140;-0.445;0.122
1880;5;-0.312;0.357;-0.638;0.195;-0.297;0.169;-0.421;0.140;-0.449;0.123
1880;6;-0.317;0.351;-0.577;0.218;-0.307;0.166;-0.424;0.141;-0.452;0.124
1880;7;-0.215;0.374;-0.531;0.202;-0.313;0.157;-0.425;0.142;-0.455;0.124
1880;8;-0.248;0.398;-0.470;0.197;-0.345;0.150;-0.426;0.144;-0.456;0.124
1880;9;-0.661;0.401;-0.416;0.183;-0.372;0.146;-0.425;0.144;-0.458;0.125
1880;10;-0.552;0.316;-0.339;0.170;-0.392;0.146;-0.424;0.144;-0.456;0.124
1880;11;-0.303;0.391;-0.328;0.178;-0.395;0.145;-0.417;0.144;-0.458;0.125
1880;12;-0.424;0.518;-0.365;0.172;-0.404;0.142;-0.409;0.144;-0.455;0.124
1881;1;-0.174;0.574;-0.361;0.165;-0.417;0.141;-0.413;0.143;-0.453;0.125
1881;2;-0.605;0.519;-0.348;0.166;-0.433;0.139;-0.421;0.141;-0.452;0.126
1881;3;-0.273;0.480;-0.322;0.158;-0.445;0.138;-0.425;0.141;-0.451;0.125
1881;4;0.025;0.384;-0.308;0.158;-0.448;0.135;-0.428;0.142;-0.454;0.125
1881;5;-0.184;0.387;-0.348;0.168;-0.473;0.134;-0.427;0.142;-0.454;0.125
1881;6;-0.752;0.314;-0.341;0.178;-0.473;0.132;-0.430;0.143;-0.455;0.125
1881;7;-0.172;0.333;-0.282;0.174;-0.474;0.132;-0.431;0.143;-0.456;0.124
1881;8;-0.095;0.389;-0.224;0.186;-0.475;0.135;-0.433;0.144;-0.458;0.124
1881;9;-0.344;0.332;-0.228;0.179;-0.493;0.134;-0.434;0.143;-0.457;0.123
1881;10;-0.387;0.309;-0.283;0.174;-0.503;0.134;-0.437;0.144;-0.459;0.122
1881;11;-0.778;0.371;-0.302;0.169;-0.515;0.133;-0.436;0.144;-0.457;0.123
1881;12;-0.349;0.531;-0.288;0.176;-0.526;0.131;-0.423;0.142;-0.454;0.122
1882;1;0.544;0.456;-0.324;0.180;-0.535;0.131;-0.435;0.140;-0.452;0.119
1882;2;0.088;0.549;-0.336;0.177;-0.535;0.130;-0.441;0.138;-0.450;0.120
1882;3;-0.318;0.357;-0.330;0.186;-0.538;0.129;-0.447;0.137;-0.452;0.120
1882;4;-0.640;0.337;-0.355;0.180;-0.551;0.128;-0.448;0.136;-0.453;0.119
1882;5;-0.411;0.364;-0.376;0.177;-0.556;0.126;-0.451;0.135;-0.454;0.119
1882;6;-0.586;0.336;-0.456;0.170;-0.545;0.129;-0.455;0.137;-0.453;0.120
1882;7;-0.602;0.350;-0.585;0.172;-0.556;0.128;-0.460;0.139;-0.455;0.120
1882;8;-0.245;0.383;-0.696;0.174;-0.548;0.127;-0.469;0.140;-0.457;0.121
1882;9;-0.267;0.358;-0.690;0.168;-0.541;0.125;-0.472;0.140;-0.457;0.120
1882;10;-0.691;0.278;-0.684;0.166;-0.540;0.126;-0.477;0.140;-0.457;0.120
1882;11;-1.029;0.368;-0.688;0.166;-0.547;0.129;-0.483;0.139;-0.458;0.119
1882;12;-1.309;0.541;-0.649;0.164;-0.554;0.132;-0.482;0.138;-0.456;0.118
1883;1;-0.996;0.557;-0.626;0.165;-0.554;0.135;-0.482;0.133;-0.461;0.118
1883;2;-1.246;0.583;-0.657;0.168;-0.559;0.138;-0.496;0.130;-0.467;0.117
1883;3;-0.252;0.381;-0.690;0.172;-0.559;0.138;-0.515;0.130;-0.466;0.116
1883;4;-0.567;0.439;-0.654;0.170;-0.558;0.139;-0.524;0.130;-0.463;0.115
1883;5;-0.455;0.359;-0.657;0.178;-0.564;0.140;-0.527;0.131;-0.464;0.114
1883;6;-0.114;0.348;-0.570;0.166;-0.555;0.138;-0.535;0.132;-0.465;0.114
1883;7;-0.326;0.384;-0.513;0.168;-0.570;0.140;-0.540;0.132;-0.465;0.114
1883;8;-0.622;0.454;-0.455;0.174;-0.583;0.141;-0.545;0.132;-0.467;0.114
1883;9;-0.663;0.332;-0.543;0.178;-0.596;0.146;-0.548;0.132;-0.465;0.114
1883;10;-0.253;0.268;-0.587;0.177;-0.601;0.148;-0.548;0.130;-0.465;0.113
1883;11;-1.066;0.423;-0.644;0.174;-0.607;0.150;-0.553;0.129;-0.465;0.113
1883;12;-0.266;0.382;-0.709;0.175;-0.605;0.151;-0.553;0.126;-0.466;0.113
1884;1;-0.310;0.492;-0.737;0.175;-0.604;0.153;-0.556;0.125;-0.470;0.113
1884;2;-0.553;0.438;-0.731;0.176;-0.613;0.154;-0.549;0.126;-0.471;0.113
1884;3;-1.306;0.377;-0.743;0.172;-0.616;0.155;-0.547;0.125;-0.466;0.113
1884;4;-1.097;0.364;-0.775;0.174;-0.620;0.157;-0.539;0.124;-0.468;0.113
1884;5;-1.138;0.372;-0.761;0.166;-0.621;0.157;-0.537;0.124;-0.470;0.112
1884;6;-0.897;0.340;-0.781;0.168;-0.614;0.154;-0.536;0.124;-0.472;0.112
1884;7;-0.668;0.386;-0.872;0.183;-0.651;0.160;-0.535;0.125;-0.472;0.112
1884;8;-0.539;0.404;-0.897;0.188;-0.670;0.158;-0.534;0.126;-0.473;0.113
1884;9;-0.807;0.338;-0.830;0.193;-0.677;0.161;-0.533;0.126;-0.475;0.114
1884;10;-0.645;0.272;-0.805;0.203;-0.674;0.161;-0.538;0.126;-0.475;0.113
1884;11;-0.896;0.384;-0.774;0.216;-0.675;0.161;-0.541;0.126;-0.476;0.114
1884;12;-0.509;0.380;-0.758;0.232;-0.676;0.160;-0.536;0.127;-0.476;0.114
1885;1;-1.401;0.599;-0.724;0.238;-0.670;0.162;-0.535;0.127;-0.477;0.114
1885;2;-0.853;0.501;-0.724;0.237;-0.679;0.163;-0.530;0.127;-0.478;0.114
1885;3;-0.497;0.402;-0.713;0.241;-0.681;0.163;-0.531;0.127;-0.476;0.114
1885;4;-0.800;0.458;-0.698;0.247;-0.677;0.163;-0.527;0.129;-0.473;0.114
1885;5;-0.768;0.455;-0.678;0.247;-0.668;0.162;-0.532;0.131;-0.473;0.114
1885;6;-0.709;0.446;-0.624;0.255;-0.657;0.160;-0.534;0.132;-0.473;0.114
1885;7;-0.257;0.394;-0.600;0.246;-0.652;0.157;-0.535;0.133;-0.473;0.114
1885;8;-0.534;0.420;-0.645;0.247;-0.648;0.157;-0.538;0.134;-0.472;0.115
1885;9;-0.672;0.331;-0.688;0.261;-0.658;0.160;-0.537;0.134;-0.470;0.116
1885;10;-0.470;0.335;-0.647;0.253;-0.656;0.162;-0.533;0.134;-0.468;0.116
1885;11;-0.657;0.346;-0.629;0.253;-0.659;0.163;-0.539;0.134;-0.463;0.115
1885;12;0.142;0.433;-0.622;0.232;-0.666;0.167;-0.541;0.133;-0.459;0.115
1886;1;-1.111;0.441;-0.610;0.225;-0.662;0.169;-0.547;0.135;-0.458;0.114
1886;2;-1.396;0.435;-0.616;0.224;-0.657;0.171;-0.552;0.135;-0.457;0.113
1886;3;-1.018;0.506;-0.603;0.229;-0.652;0.168;-0.554;0.136;-0.460;0.112
1886;4;-0.305;0.418;-0.619;0.235;-0.648;0.167;-0.560;0.135;-0.463;0.112
1886;5;-0.555;0.462;-0.632;0.244;-0.634;0.166;-0.562;0.136;-0.462;0.111
1886;6;-0.625;0.287;-0.641;0.239;-0.633;0.164;-0.561;0.136;-0.462;0.112
1886;7;-0.105;0.428;-0.688;0.250;-0.639;0.163;-0.562;0.138;-0.462;0.112
1886;8;-0.604;0.395;-0.660;0.246;-0.623;0.164;-0.565;0.138;-0.461;0.112
1886;9;-0.526;0.357;-0.634;0.238;-0.600;0.164;-0.565;0.138;-0.460;0.112
1886;10;-0.661;0.392;-0.646;0.230;-0.576;0.162;-0.566;0.138;-0.458;0.112
1886;11;-0.812;0.447;-0.640;0.216;-0.559;0.160;-0.567;0.138;-0.457;0.112
1886;12;0.040;0.387;-0.641;0.214;-0.546;0.160;-0.564;0.138;-0.452;0.111
1887;1;-1.683;0.591;-0.654;0.212;-0.536;0.160;-0.573;0.138;-0.453;0.110
1887;2;-1.052;0.458;-0.670;0.204;-0.533;0.159;-0.577;0.137;-0.455;0.108
1887;3;-0.704;0.425;-0.654;0.198;-0.528;0.159;-0.583;0.137;-0.459;0.108
1887;4;-0.453;0.337;-0.641;0.188;-0.525;0.159;-0.583;0.137;-0.457;0.108
1887;5;-0.480;0.396;-0.610;0.178;-0.527;0.159;-0.585;0.138;-0.456;0.107
1887;6;-0.637;0.347;-0.669;0.182;-0.526;0.161;-0.581;0.139;-0.456;0.109
1887;7;-0.271;0.363;-0.585;0.157;-0.514;0.159;-0.580;0.139;-0.458;0.109
1887;8;-0.788;0.391;-0.584;0.151;-0.511;0.159;-0.581;0.140;-0.460;0.109
1887;9;-0.340;0.330;-0.598;0.152;-0.520;0.160;-0.582;0.140;-0.460;0.109
1887;10;-0.502;0.280;-0.597;0.160;-0.515;0.159;-0.577;0.140;-0.460;0.109
1887;11;-0.443;0.305;-0.609;0.161;-0.516;0.159;-0.578;0.139;-0.463;0.109
1887;12;-0.666;0.380;-0.601;0.169;-0.515;0.157;-0.573;0.137;-0.461;0.108
1888;1;-0.671;0.440;-0.585;0.165;-0.516;0.155;-0.581;0.136;-0.457;0.106
1888;2;-1.044;0.382;-0.547;0.172;-0.517;0.155;-0.583;0.135;-0.463;0.105
1888;3;-0.866;0.362;-0.545;0.166;-0.514;0.155;-0.584;0.136;-0.475;0.105
1888;4;-0.444;0.430;-0.505;0.157;-0.507;0.153;-0.582;0.136;-0.479;0.104
1888;5;-0.621;0.345;-0.486;0.163;-0.514;0.153;-0.582;0.135;-0.480;0.105
1888;6;-0.539;0.419;-0.449;0.151;-0.527;0.152;-0.585;0.137;-0.482;0.105
1888;7;-0.079;0.380;-0.449;0.151;-0.523;0.150;-0.582;0.137;-0.485;0.105
1888;8;-0.333;0.403;-0.329;0.155;-0.521;0.149;-0.580;0.139;-0.487;0.105
1888;9;-0.320;0.315;-0.251;0.156;-0.513;0.145;-0.577;0.137;-0.489;0.106
1888;10;-0.020;0.284;-0.186;0.146;-0.518;0.141;-0.576;0.138;-0.491;0.106
1888;11;-0.218;0.358;-0.143;0.142;-0.517;0.139;-0.569;0.136;-0.495;0.105
1888;12;-0.225;0.377;-0.108;0.141;-0.516;0.140;-0.571;0.136;-0.494;0.104
1889;1;-0.671;0.343;-0.106;0.147;-0.521;0.141;-0.575;0.135;-0.493;0.104
1889;2;0.396;0.453;-0.111;0.148;-0.517;0.142;-0.573;0.134;-0.494;0.104
1889;3;0.074;0.336;-0.126;0.156;-0.514;0.140;-0.564;0.133;-0.495;0.104
1889;4;0.331;0.325;-0.162;0.165;-0.512;0.138;-0.560;0.131;-0.493;0.104
1889;5;-0.099;0.329;-0.228;0.166;-0.514;0.138;-0.553;0.129;-0.492;0.104
1889;6;-0.120;0.280;-0.247;0.176;-0.513;0.138;-0.551;0.129;-0.493;0.104
1889;7;-0.062;0.365;-0.248;0.189;-0.495;0.134;-0.547;0.128;-0.493;0.104
1889;8;-0.384;0.375;-0.339;0.186;-0.484;0.131;-0.545;0.128;-0.491;0.105
1889;9;-0.503;0.302;-0.432;0.189;-0.488;0.129;-0.542;0.129;-0.488;0.106
1889;10;-0.447;0.289;-0.498;0.200;-0.492;0.130;-0.537;0.129;-0.488;0.106
1889;11;-1.021;0.339;-0.561;0.210;-0.494;0.131;-0.535;0.127;-0.483;0.105
1889;12;-0.448;0.396;-0.603;0.219;-0.487;0.132;-0.533;0.127;-0.480;0.105
1890;1;-0.686;0.463;-0.625;0.217;-0.489;0.132;-0.532;0.125;-0.481;0.105
1890;2;-0.689;0.418;-0.642;0.213;-0.483;0.132;-0.533;0.124;-0.476;0.105
1890;3;-1.043;0.416;-0.642;0.214;-0.484;0.132;-0.534;0.123;-0.471;0.104
1890;4;-0.461;0.435;-0.609;0.211;-0.476;0.132;-0.528;0.120;-0.467;0.104
1890;5;-0.860;0.459;-0.614;0.212;-0.488;0.130;-0.524;0.119;-0.465;0.104
1890;6;-0.621;0.387;-0.629;0.207;-0.488;0.130;-0.521;0.117;-0.464;0.104
1890;7;-0.329;0.367;-0.645;0.208;-0.511;0.130;-0.520;0.116;-0.464;0.104
1890;8;-0.588;0.376;-0.695;0.212;-0.519;0.130;-0.518;0.116;-0.463;0.105
1890;9;-0.495;0.315;-0.649;0.202;-0.509;0.129;-0.515;0.115;-0.460;0.105
1890;10;-0.058;0.267;-0.662;0.182;-0.507;0.125;-0.512;0.115;-0.456;0.106
1890;11;-1.083;0.362;-0.631;0.176;-0.506;0.125;-0.508;0.115;-0.456;0.106
1890;12;-0.626;0.322;-0.629;0.169;-0.503;0.124;-0.510;0.114;-0.453;0.105
1891;1;-0.874;0.373;-0.633;0.161;-0.502;0.125;-0.502;0.113;-0.454;0.106
1891;2;-1.292;0.425;-0.615;0.157;-0.503;0.124;-0.494;0.111;-0.452;0.105
1891;3;-0.485;0.400;-0.603;0.149;-0.503;0.124;-0.494;0.108;-0.449;0.105
1891;4;-0.622;0.296;-0.643;0.152;-0.505;0.127;-0.499;0.107;-0.448;0.105
1891;5;-0.492;0.333;-0.630;0.145;-0.505;0.125;-0.497;0.105;-0.448;0.105
1891;6;-0.591;0.317;-0.572;0.147;-0.509;0.125;-0.493;0.105;-0.445;0.105
1891;7;-0.380;0.357;-0.547;0.141;-0.512;0.125;-0.493;0.105;-0.444;0.106
1891;8;-0.370;0.385;-0.472;0.134;-0.524;0.121;-0.489;0.106;-0.444;0.106
1891;9;-0.348;0.292;-0.512;0.130;-0.528;0.119;-0.486;0.105;-0.443;0.107
1891;10;-0.543;0.253;-0.517;0.139;-0.544;0.117;-0.479;0.104;-0.442;0.107
1891;11;-0.931;0.321;-0.527;0.144;-0.547;0.116;-0.478;0.104;-0.439;0.107
1891;12;0.071;0.313;-0.492;0.148;-0.555;0.116;-0.481;0.104;-0.439;0.106
1892;1;-0.567;0.289;-0.496;0.149;-0.558;0.115;-0.471;0.102;-0.440;0.106
1892;2;-0.400;0.313;-0.502;0.155;-0.556;0.115;-0.468;0.100;-0.439;0.105
1892;3;-0.956;0.274;-0.507;0.151;-0.556;0.115;-0.470;0.099;-0.439;0.105
1892;4;-0.686;0.350;-0.462;0.154;-0.549;0.115;-0.466;0.099;-0.438;0.105
1892;5;-0.606;0.389;-0.482;0.143;-0.542;0.112;-0.461;0.099;-0.438;0.106
1892;6;-0.181;0.328;-0.544;0.142;-0.541;0.111;-0.457;0.100;-0.436;0.106
1892;7;-0.422;0.349;-0.666;0.142;-0.549;0.111;-0.455;0.098;-0.434;0.106
1892;8;-0.449;0.361;-0.757;0.149;-0.555;0.111;-0.450;0.098;-0.434;0.106
1892;9;-0.403;0.271;-0.703;0.150;-0.548;0.106;-0.448;0.097;-0.435;0.106
1892;10;-0.002;0.270;-0.672;0.141;-0.541;0.103;-0.444;0.097;-0.434;0.106
1892;11;-1.173;0.244;-0.667;0.138;-0.532;0.100;-0.443;0.097;-0.433;0.106
1892;12;-0.674;0.354;-0.683;0.139;-0.528;0.099;-0.440;0.097;-0.431;0.105
1893;1;-2.024;0.341;-0.650;0.139;-0.525;0.099;-0.432;0.096;-0.427;0.104
1893;2;-1.499;0.367;-0.645;0.143;-0.520;0.099;-0.429;0.095;-0.420;0.103
1893;3;-0.307;0.283;-0.637;0.141;-0.516;0.097;-0.435;0.095;-0.420;0.104
1893;4;-0.314;0.303;-0.647;0.139;-0.516;0.098;-0.434;0.094;-0.419;0.104
1893;5;-0.550;0.376;-0.569;0.150;-0.502;0.096;-0.433;0.094;-0.420;0.104
1893;6;-0.372;0.323;-0.553;0.145;-0.493;0.096;-0.429;0.094;-0.421;0.104
1893;7;-0.018;0.360;-0.454;0.134;-0.482;0.096;-0.430;0.094;-0.422;0.104
1893;8;-0.398;0.362;-0.355;0.124;-0.467;0.093;-0.430;0.094;-0.421;0.105
1893;9;-0.305;0.277;-0.347;0.126;-0.475;0.090;-0.430;0.095;-0.421;0.104
1893;10;-0.120;0.299;-0.371;0.123;-0.479;0.090;-0.433;0.096;-0.421;0.105
1893;11;-0.235;0.256;-0.351;0.118;-0.478;0.088;-0.436;0.095;-0.419;0.104
1893;12;-0.487;0.279;-0.368;0.117;-0.470;0.087;-0.435;0.096;-0.420;0.104
1894;1;-0.837;0.340;-0.386;0.116;-0.465;0.087;-0.429;0.096;-0.422;0.105
1894;2;-0.311;0.326;-0.377;0.114;-0.461;0.087;-0.438;0.096;-0.424;0.105
1894;3;-0.210;0.350;-0.389;0.112;-0.459;0.087;-0.444;0.095;-0.421;0.104
1894;4;-0.602;0.278;-0.386;0.110;-0.446;0.087;-0.446;0.095;-0.419;0.103
1894;5;-0.303;0.315;-0.415;0.109;-0.442;0.088;-0.447;0.096;-0.416;0.103
1894;6;-0.586;0.291;-0.406;0.114;-0.448;0.086;-0.450;0.095;-0.414;0.103
1894;7;-0.234;0.348;-0.434;0.119;-0.448;0.087;-0.450;0.095;-0.414;0.102
1894;8;-0.283;0.377;-0.497;0.125;-0.452;0.087;-0.448;0.096;-0.413;0.102
1894;9;-0.454;0.292;-0.528;0.118;-0.451;0.088;-0.443;0.096;-0.413;0.102
1894;10;-0.083;0.246;-0.483;0.119;-0.440;0.087;-0.438;0.096;-0.412;0.102
1894;11;-0.582;0.219;-0.486;0.118;-0.428;0.087;-0.425;0.095;-0.408;0.103
1894;12;-0.375;0.316;-0.466;0.120;-0.427;0.086;-0.425;0.094;-0.407;0.103
1895;1;-1.171;0.261;-0.458;0.126;-0.421;0.084;-0.428;0.094;-0.402;0.102
1895;2;-1.069;0.294;-0.460;0.127;-0.417;0.083;-0.422;0.094;-0.403;0.102
1895;3;-0.590;0.223;-0.444;0.125;-0.412;0.082;-0.411;0.092;-0.404;0.102
1895;4;-0.058;0.311;-0.443;0.127;-0.411;0.081;-0.408;0.091;-0.402;0.101
1895;5;-0.338;0.321;-0.412;0.132;-0.397;0.082;-0.399;0.090;-0.400;0.100
1895;6;-0.343;0.297;-0.390;0.134;-0.391;0.084;-0.394;0.089;-0.399;0.099
1895;7;-0.142;0.385;-0.308;0.134;-0.353;0.082;-0.392;0.089;-0.399;0.099
1895;8;-0.299;0.390;-0.252;0.125;-0.340;0.082;-0.388;0.090;-0.397;0.099
1895;9;-0.271;0.289;-0.287;0.129;-0.360;0.084;-0.384;0.090;-0.396;0.099
1895;10;-0.073;0.245;-0.353;0.130;-0.362;0.085;-0.380;0.091;-0.395;0.098
1895;11;-0.206;0.237;-0.358;0.131;-0.360;0.086;-0.373;0.091;-0.392;0.098
1895;12;-0.108;0.342;-0.339;0.130;-0.355;0.088;-0.366;0.091;-0.393;0.098
1896;1;-0.194;0.277;-0.333;0.126;-0.358;0.089;-0.362;0.091;-0.391;0.098
1896;2;-0.393;0.256;-0.322;0.122;-0.357;0.090;-0.351;0.091;-0.388;0.097
1896;3;-1.003;0.220;-0.317;0.124;-0.357;0.091;-0.344;0.090;-0.385;0.096
1896;4;-0.854;0.344;-0.292;0.121;-0.362;0.093;-0.337;0.090;-0.383;0.095
1896;5;-0.395;0.323;-0.333;0.116;-0.368;0.095;-0.333;0.090;-0.380;0.094
1896;6;-0.124;0.315;-0.345;0.119;-0.361;0.096;-0.329;0.090;-0.378;0.094
1896;7;-0.072;0.342;-0.376;0.129;-0.345;0.100;-0.326;0.091;-0.379;0.094
1896;8;-0.155;0.358;-0.399;0.132;-0.353;0.104;-0.323;0.091;-0.377;0.094
1896;9;-0.220;0.286;-0.392;0.131;-0.359;0.106;-0.321;0.092;-0.376;0.094
1896;10;0.232;0.238;-0.320;0.132;-0.348;0.108;-0.318;0.093;-0.373;0.094
1896;11;-0.702;0.273;-0.278;0.136;-0.346;0.110;-0.311;0.092;-0.372;0.094
1896;12;-0.254;0.255;-0.280;0.136;-0.344;0.111;-0.313;0.092;-0.371;0.094
1897;1;-0.567;0.319;-0.278;0.139;-0.342;0.111;-0.308;0.092;-0.367;0.093
1897;2;-0.661;0.266;-0.282;0.138;-0.339;0.112;-0.301;0.091;-0.367;0.093
1897;3;-0.924;0.268;-0.273;0.141;-0.330;0.111;-0.296;0.091;-0.366;0.092
1897;4;0.008;0.314;-0.289;0.147;-0.326;0.112;-0.293;0.091;-0.367;0.092
1897;5;0.112;0.347;-0.258;0.152;-0.308;0.112;-0.291;0.092;-0.369;0.092
1897;6;-0.153;0.354;-0.262;0.158;-0.310;0.114;-0.291;0.092;-0.369;0.092
1897;7;-0.047;0.431;-0.193;0.159;-0.306;0.116;-0.289;0.091;-0.370;0.092
1897;8;-0.194;0.365;-0.199;0.167;-0.288;0.117;-0.287;0.091;-0.369;0.092
1897;9;-0.116;0.346;-0.247;0.184;-0.274;0.117;-0.287;0.091;-0.369;0.092
1897;10;0.042;0.301;-0.281;0.188;-0.274;0.120;-0.290;0.092;-0.367;0.092
1897;11;-0.330;0.240;-0.329;0.186;-0.265;0.118;-0.287;0.092;-0.369;0.092
1897;12;-0.308;0.305;-0.320;0.179;-0.261;0.117;-0.288;0.092;-0.368;0.092
1898;1;0.269;0.385;-0.336;0.176;-0.260;0.116;-0.272;0.092;-0.366;0.091
1898;2;-0.742;0.309;-0.344;0.176;-0.256;0.117;-0.256;0.091;-0.363;0.091
1898;3;-1.495;0.355;-0.360;0.171;-0.252;0.118;-0.256;0.092;-0.364;0.091
1898;4;-0.404;0.335;-0.399;0.174;-0.243;0.118;-0.257;0.093;-0.364;0.090
1898;5;-0.463;0.346;-0.419;0.176;-0.243;0.118;-0.257;0.093;-0.362;0.090
1898;6;-0.047;0.338;-0.402;0.182;-0.239;0.120;-0.258;0.094;-0.360;0.090
1898;7;-0.235;0.369;-0.416;0.183;-0.241;0.124;-0.261;0.094;-0.360;0.090
1898;8;-0.286;0.381;-0.416;0.184;-0.235;0.126;-0.261;0.095;-0.361;0.090
1898;9;-0.318;0.296;-0.343;0.174;-0.213;0.126;-0.264;0.095;-0.360;0.090
1898;10;-0.418;0.290;-0.304;0.179;-0.194;0.126;-0.266;0.096;-0.361;0.091
1898;11;-0.576;0.244;-0.281;0.176;-0.189;0.126;-0.269;0.097;-0.364;0.090
1898;12;-0.094;0.344;-0.314;0.169;-0.188;0.126;-0.270;0.098;-0.365;0.091
1899;1;0.091;0.268;-0.304;0.164;-0.186;0.127;-0.270;0.100;-0.367;0.091
1899;2;-0.732;0.319;-0.287;0.168;-0.184;0.127;-0.274;0.101;-0.371;0.091
1899;3;-0.625;0.278;-0.255;0.167;-0.183;0.128;-0.278;0.102;-0.374;0.091
1899;4;0.066;0.312;-0.208;0.162;-0.190;0.130;-0.278;0.102;-0.378;0.091
1899;5;-0.184;0.337;-0.115;0.160;-0.180;0.131;-0.279;0.102;-0.380;0.091
1899;6;-0.451;0.299;-0.150;0.151;-0.179;0.130;-0.278;0.102;-0.382;0.091
1899;7;-0.109;0.343;-0.236;0.153;-0.168;0.128;-0.281;0.102;-0.382;0.091
1899;8;-0.090;0.391;-0.176;0.152;-0.149;0.129;-0.282;0.101;-0.381;0.091
1899;9;0.070;0.291;-0.103;0.148;-0.141;0.129;-0.284;0.101;-0.380;0.091
1899;10;0.154;0.264;-0.113;0.142;-0.146;0.129;-0.288;0.101;-0.378;0.091
1899;11;0.528;0.286;-0.082;0.137;-0.154;0.130;-0.281;0.102;-0.373;0.090
1899;12;-0.507;0.242;-0.049;0.134;-0.155;0.129;-0.280;0.104;-0.373;0.090
1900;1;-0.944;0.314;-0.048;0.135;-0.156;0.128;-0.273;0.104;-0.370;0.089
1900;2;-0.006;0.332;-0.044;0.137;-0.158;0.129;-0.273;0.104;-0.369;0.089
1900;3;0.242;0.212;-0.055;0.138;-0.161;0.128;-0.273;0.105;-0.367;0.088
1900;4;-0.050;0.281;-0.027;0.137;-0.169;0.128;-0.277;0.106;-0.366;0.088
1900;5;0.195;0.315;-0.091;0.140;-0.177;0.128;-0.276;0.106;-0.363;0.087
1900;6;-0.057;0.271;-0.035;0.142;-0.185;0.128;-0.276;0.105;-0.362;0.087
1900;7;-0.101;0.337;0.015;0.148;-0.190;0.125;-0.277;0.105;-0.361;0.086
1900;8;-0.037;0.399;0.014;0.144;-0.172;0.122;-0.277;0.105;-0.359;0.086
1900;9;-0.070;0.312;0.022;0.144;-0.153;0.118;-0.277;0.105;-0.359;0.086
1900;10;0.490;0.257;0.049;0.145;-0.153;0.117;-0.278;0.105;-0.360;0.087
