Year;Month;Anomaly Monthly TMIN;Unc. Monthly TMIN;Anomaly Annual TMIN;Unc. Annual TMIN;Anomaly Five-year TMIN;Unc. Five-year TMIN;Anomaly Ten-year TMIN;Unc. Ten-year TMIN;Anomaly Twenty-year TMIN;Unc. Twenty-year TMIN
1895;12;-0.606;0.406;-0.822;0.210;-0.800;0.163;-0.802;0.171;-0.804;0.169
1896;1;-0.624;0.386;-0.811;0.201;-0.804;0.161;-0.798;0.172;-0.803;0.168
1896;2;-0.902;0.377;-0.795;0.192;-0.801;0.161;-0.783;0.172;-0.800;0.167
1896;3;-1.409;0.417;-0.803;0.191;-0.798;0.161;-0.777;0.171;-0.797;0.166
1896;4;-1.253;0.412;-0.769;0.186;-0.803;0.161;-0.769;0.169;-0.793;0.165
1896;5;-0.880;0.447;-0.802;0.175;-0.808;0.161;-0.765;0.170;-0.791;0.165
1896;6;-0.766;0.278;-0.806;0.168;-0.797;0.162;-0.760;0.171;-0.788;0.165
1896;7;-0.456;0.350;-0.818;0.166;-0.784;0.164;-0.757;0.172;-0.787;0.165
1896;8;-0.655;0.394;-0.837;0.167;-0.789;0.163;-0.753;0.173;-0.785;0.165
1896;9;-0.777;0.328;-0.843;0.159;-0.795;0.161;-0.752;0.174;-0.784;0.166
1896;10;-0.268;0.330;-0.793;0.164;-0.787;0.161;-0.750;0.175;-0.780;0.166
1896;11;-1.027;0.297;-0.755;0.157;-0.783;0.157;-0.743;0.175;-0.778;0.166
1896;12;-0.654;0.316;-0.722;0.153;-0.781;0.157;-0.744;0.175;-0.777;0.168
1897;1;-0.768;0.423;-0.710;0.151;-0.781;0.155;-0.736;0.174;-0.773;0.167
1897;2;-1.124;0.369;-0.708;0.151;-0.779;0.154;-0.730;0.174;-0.771;0.167
1897;3;-1.492;0.299;-0.694;0.149;-0.775;0.153;-0.725;0.173;-0.770;0.168
1897;4;-0.643;0.429;-0.698;0.144;-0.767;0.154;-0.723;0.171;-0.770;0.169
1897;5;-0.428;0.328;-0.683;0.153;-0.744;0.155;-0.721;0.171;-0.772;0.168
1897;6;-0.367;0.289;-0.671;0.155;-0.750;0.153;-0.721;0.170;-0.771;0.168
1897;7;-0.320;0.332;-0.618;0.167;-0.747;0.154;-0.720;0.168;-0.773;0.168
1897;8;-0.625;0.384;-0.627;0.167;-0.725;0.152;-0.719;0.168;-0.773;0.167
1897;9;-0.607;0.313;-0.686;0.180;-0.710;0.151;-0.719;0.167;-0.773;0.167
1897;10;-0.319;0.335;-0.719;0.188;-0.709;0.150;-0.724;0.167;-0.770;0.167
1897;11;-0.854;0.442;-0.765;0.202;-0.701;0.151;-0.719;0.166;-0.771;0.166
1897;12;-0.508;0.433;-0.783;0.205;-0.699;0.150;-0.721;0.165;-0.770;0.166
1898;1;-0.125;0.523;-0.807;0.208;-0.696;0.150;-0.703;0.165;-0.767;0.166
1898;2;-1.235;0.331;-0.803;0.215;-0.686;0.151;-0.687;0.164;-0.766;0.166
1898;3;-2.198;0.393;-0.801;0.223;-0.683;0.151;-0.686;0.163;-0.766;0.165
1898;4;-1.043;0.550;-0.845;0.217;-0.669;0.151;-0.686;0.163;-0.766;0.165
1898;5;-0.980;0.446;-0.862;0.201;-0.667;0.153;-0.684;0.163;-0.764;0.164
1898;6;-0.577;0.342;-0.866;0.208;-0.659;0.154;-0.685;0.162;-0.762;0.164
1898;7;-0.611;0.352;-0.898;0.200;-0.661;0.156;-0.687;0.161;-0.761;0.163
1898;8;-0.579;0.368;-0.881;0.204;-0.649;0.157;-0.686;0.161;-0.760;0.163
1898;9;-0.577;0.298;-0.787;0.193;-0.627;0.156;-0.686;0.162;-0.758;0.162
1898;10;-0.857;0.313;-0.734;0.186;-0.611;0.158;-0.687;0.162;-0.759;0.163
1898;11;-1.048;0.308;-0.700;0.175;-0.607;0.158;-0.687;0.163;-0.761;0.162
1898;12;-0.561;0.380;-0.715;0.171;-0.602;0.162;-0.685;0.164;-0.761;0.163
1899;1;-0.508;0.354;-0.716;0.173;-0.601;0.164;-0.682;0.165;-0.762;0.161
1899;2;-1.029;0.301;-0.717;0.174;-0.598;0.165;-0.686;0.164;-0.764;0.160
1899;3;-1.077;0.244;-0.709;0.178;-0.595;0.167;-0.688;0.163;-0.768;0.159
1899;4;-0.403;0.353;-0.647;0.182;-0.602;0.168;-0.689;0.163;-0.773;0.158
1899;5;-0.573;0.398;-0.532;0.191;-0.594;0.171;-0.689;0.163;-0.775;0.158
1899;6;-0.760;0.278;-0.562;0.184;-0.595;0.171;-0.688;0.162;-0.776;0.158
1899;7;-0.616;0.374;-0.628;0.188;-0.587;0.171;-0.690;0.163;-0.778;0.158
1899;8;-0.591;0.402;-0.569;0.189;-0.570;0.174;-0.689;0.162;-0.777;0.157
1899;9;-0.482;0.311;-0.491;0.198;-0.559;0.174;-0.692;0.162;-0.776;0.157
1899;10;-0.113;0.304;-0.491;0.192;-0.564;0.174;-0.691;0.163;-0.773;0.157
1899;11;0.335;0.298;-0.472;0.192;-0.571;0.176;-0.684;0.164;-0.769;0.158
1899;12;-0.927;0.328;-0.453;0.194;-0.577;0.176;-0.683;0.164;-0.769;0.157
1900;1;-1.296;0.411;-0.434;0.199;-0.582;0.177;-0.675;0.164;-0.765;0.155
1900;2;-0.328;0.389;-0.409;0.199;-0.583;0.180;-0.673;0.165;-0.762;0.154
1900;3;-0.140;0.275;-0.409;0.207;-0.587;0.181;-0.671;0.165;-0.761;0.153
1900;4;-0.395;0.308;-0.385;0.213;-0.596;0.180;-0.674;0.165;-0.760;0.153
1900;5;-0.345;0.370;-0.456;0.225;-0.600;0.179;-0.672;0.163;-0.757;0.152
1900;6;-0.534;0.387;-0.392;0.231;-0.615;0.179;-0.672;0.163;-0.756;0.152
1900;7;-0.394;0.421;-0.346;0.223;-0.618;0.177;-0.671;0.162;-0.754;0.151
1900;8;-0.284;0.407;-0.334;0.242;-0.598;0.178;-0.668;0.161;-0.752;0.152
1900;9;-0.483;0.356;-0.329;0.248;-0.572;0.177;-0.666;0.160;-0.751;0.152
1900;10;0.176;0.323;-0.316;0.246;-0.567;0.178;-0.664;0.160;-0.752;0.151
1900;11;-0.516;0.396;-0.341;0.249;-0.565;0.176;-0.660;0.159;-0.750;0.150
1900;12;-0.163;0.344;-0.337;0.264;-0.570;0.175;-0.657;0.159;-0.751;0.150
1901;1;-0.741;0.449;-0.339;0.264;-0.571;0.176;-0.659;0.160;-0.751;0.150
1901;2;-0.185;0.437;-0.356;0.265;-0.571;0.176;-0.659;0.159;-0.747;0.151
1901;3;-0.086;0.432;-0.365;0.265;-0.574;0.178;-0.653;0.158;-0.749;0.150
1901;4;-0.241;0.286;-0.435;0.256;-0.571;0.178;-0.643;0.159;-0.746;0.149
1901;5;-0.639;0.381;-0.440;0.247;-0.566;0.182;-0.640;0.158;-0.745;0.149
1901;6;-0.487;0.455;-0.482;0.241;-0.573;0.183;-0.636;0.159;-0.744;0.149
1901;7;-0.416;0.394;-0.447;0.232;-0.581;0.183;-0.635;0.159;-0.743;0.149
1901;8;-0.488;0.399;-0.439;0.223;-0.583;0.182;-0.632;0.160;-0.742;0.149
1901;9;-0.595;0.351;-0.504;0.212;-0.581;0.182;-0.630;0.160;-0.742;0.150
1901;10;-0.657;0.268;-0.558;0.210;-0.590;0.183;-0.629;0.161;-0.739;0.150
1901;11;-0.577;0.293;-0.578;0.208;-0.594;0.184;-0.628;0.162;-0.735;0.150
1901;12;-0.673;0.447;-0.599;0.187;-0.595;0.185;-0.623;0.162;-0.734;0.150
1902;1;-0.315;0.371;-0.613;0.179;-0.598;0.187;-0.625;0.163;-0.731;0.149
1902;2;-0.092;0.366;-0.631;0.177;-0.600;0.185;-0.625;0.164;-0.728;0.149
1902;3;-0.863;0.312;-0.651;0.169;-0.609;0.186;-0.622;0.165;-0.728;0.148
1902;4;-0.895;0.315;-0.669;0.172;-0.616;0.187;-0.625;0.165;-0.724;0.147
1902;5;-0.881;0.378;-0.711;0.176;-0.624;0.188;-0.632;0.165;-0.722;0.147
1902;6;-0.731;0.301;-0.771;0.185;-0.616;0.188;-0.638;0.165;-0.720;0.146
1902;7;-0.591;0.368;-0.774;0.194;-0.604;0.187;-0.642;0.165;-0.720;0.145
1902;8;-0.699;0.382;-0.769;0.186;-0.622;0.190;-0.643;0.166;-0.720;0.145
1902;9;-0.838;0.281;-0.748;0.192;-0.631;0.191;-0.645;0.166;-0.722;0.145
1902;10;-0.872;0.268;-0.736;0.210;-0.639;0.190;-0.645;0.165;-0.725;0.144
1902;11;-1.085;0.312;-0.733;0.205;-0.644;0.186;-0.648;0.163;-0.722;0.144
1902;12;-1.396;0.349;-0.745;0.207;-0.644;0.186;-0.652;0.164;-0.720;0.143
1903;1;-0.343;0.326;-0.751;0.207;-0.646;0.184;-0.657;0.162;-0.713;0.143
1903;2;-0.032;0.313;-0.741;0.208;-0.649;0.182;-0.653;0.162;-0.709;0.143
1903;3;-0.612;0.350;-0.735;0.211;-0.649;0.180;-0.647;0.161;-0.710;0.142
1903;4;-0.751;0.419;-0.722;0.204;-0.660;0.178;-0.645;0.160;-0.710;0.142
1903;5;-0.841;0.329;-0.691;0.207;-0.652;0.175;-0.641;0.159;-0.709;0.141
1903;6;-0.875;0.294;-0.656;0.208;-0.654;0.173;-0.642;0.159;-0.710;0.141
1903;7;-0.670;0.360;-0.712;0.214;-0.656;0.172;-0.640;0.158;-0.711;0.141
1903;8;-0.572;0.359;-0.802;0.222;-0.669;0.169;-0.642;0.158;-0.710;0.140
1903;9;-0.774;0.382;-0.833;0.211;-0.679;0.168;-0.640;0.158;-0.710;0.140
1903;10;-0.714;0.260;-0.851;0.213;-0.676;0.167;-0.638;0.157;-0.710;0.140
1903;11;-0.715;0.357;-0.847;0.217;-0.673;0.166;-0.639;0.158;-0.708;0.140
1903;12;-0.975;0.363;-0.845;0.218;-0.670;0.164;-0.642;0.157;-0.702;0.140
1904;1;-1.008;0.359;-0.853;0.224;-0.669;0.162;-0.650;0.157;-0.695;0.140
1904;2;-1.117;0.394;-0.862;0.219;-0.666;0.162;-0.648;0.156;-0.692;0.140
1904;3;-0.983;0.225;-0.884;0.216;-0.664;0.160;-0.648;0.155;-0.692;0.139
1904;4;-0.964;0.374;-0.868;0.225;-0.655;0.161;-0.653;0.153;-0.691;0.139
1904;5;-0.793;0.414;-0.821;0.219;-0.661;0.161;-0.657;0.153;-0.690;0.139
1904;6;-0.848;0.304;-0.779;0.210;-0.651;0.162;-0.658;0.153;-0.688;0.139
1904;7;-0.773;0.417;-0.740;0.211;-0.664;0.163;-0.657;0.153;-0.687;0.139
1904;8;-0.680;0.344;-0.765;0.215;-0.681;0.162;-0.655;0.152;-0.685;0.138
1904;9;-1.035;0.325;-0.743;0.222;-0.685;0.163;-0.656;0.152;-0.684;0.138
1904;10;-0.530;0.333;-0.734;0.213;-0.686;0.164;-0.658;0.151;-0.682;0.139
1904;11;-0.147;0.335;-0.720;0.193;-0.694;0.162;-0.664;0.151;-0.679;0.139
1904;12;-0.464;0.357;-0.697;0.189;-0.699;0.163;-0.661;0.151;-0.677;0.138
1905;1;-0.544;0.392;-0.674;0.179;-0.703;0.162;-0.655;0.149;-0.674;0.138
1905;2;-1.423;0.387;-0.656;0.173;-0.703;0.161;-0.658;0.148;-0.667;0.138
1905;3;-0.716;0.329;-0.612;0.173;-0.703;0.160;-0.667;0.148;-0.665;0.138
1905;4;-0.854;0.392;-0.605;0.172;-0.694;0.157;-0.670;0.148;-0.662;0.138
1905;5;-0.622;0.294;-0.598;0.167;-0.696;0.155;-0.674;0.146;-0.659;0.138
1905;6;-0.571;0.334;-0.584;0.176;-0.689;0.156;-0.676;0.146;-0.659;0.138
1905;7;-0.504;0.348;-0.610;0.172;-0.696;0.155;-0.675;0.145;-0.657;0.138
1905;8;-0.464;0.329;-0.567;0.157;-0.707;0.154;-0.677;0.145;-0.655;0.138
1905;9;-0.498;0.299;-0.567;0.157;-0.723;0.153;-0.679;0.145;-0.654;0.138
1905;10;-0.457;0.277;-0.499;0.150;-0.722;0.151;-0.686;0.143;-0.654;0.137
1905;11;-0.062;0.221;-0.489;0.160;-0.718;0.151;-0.692;0.142;-0.652;0.137
1905;12;-0.290;0.301;-0.466;0.159;-0.715;0.151;-0.700;0.140;-0.652;0.137
1906;1;-0.857;0.267;-0.451;0.159;-0.710;0.150;-0.703;0.140;-0.650;0.138
1906;2;-0.913;0.322;-0.438;0.170;-0.713;0.149;-0.711;0.140;-0.648;0.138
1906;3;-0.711;0.269;-0.438;0.169;-0.707;0.147;-0.720;0.139;-0.646;0.137
1906;4;-0.043;0.371;-0.411;0.172;-0.705;0.147;-0.723;0.139;-0.643;0.138
1906;5;-0.498;0.383;-0.485;0.172;-0.713;0.144;-0.726;0.139;-0.642;0.137
1906;6;-0.300;0.278;-0.464;0.169;-0.711;0.142;-0.729;0.138;-0.642;0.138
1906;7;-0.319;0.344;-0.483;0.172;-0.718;0.142;-0.730;0.138;-0.642;0.138
1906;8;-0.309;0.391;-0.500;0.184;-0.714;0.140;-0.731;0.138;-0.642;0.138
1906;9;-0.499;0.307;-0.532;0.195;-0.715;0.139;-0.732;0.137;-0.641;0.139
1906;10;-0.134;0.368;-0.608;0.203;-0.716;0.136;-0.729;0.137;-0.642;0.139
1906;11;-0.943;0.272;-0.680;0.200;-0.720;0.133;-0.727;0.137;-0.642;0.139
1906;12;-0.043;0.329;-0.744;0.199;-0.720;0.134;-0.724;0.137;-0.646;0.139
1907;1;-1.081;0.393;-0.785;0.199;-0.715;0.133;-0.725;0.137;-0.647;0.139
1907;2;-1.124;0.295;-0.820;0.196;-0.710;0.133;-0.726;0.136;-0.648;0.140
1907;3;-1.091;0.287;-0.848;0.186;-0.703;0.132;-0.731;0.136;-0.648;0.140
1907;4;-0.958;0.317;-0.862;0.172;-0.701;0.131;-0.726;0.136;-0.649;0.140
1907;5;-1.360;0.339;-0.883;0.160;-0.703;0.130;-0.722;0.135;-0.652;0.140
1907;6;-1.068;0.293;-0.963;0.176;-0.707;0.129;-0.719;0.135;-0.654;0.140
1907;7;-0.807;0.331;-0.937;0.166;-0.706;0.126;-0.720;0.135;-0.655;0.141
1907;8;-0.728;0.332;-0.900;0.158;-0.695;0.123;-0.721;0.135;-0.655;0.141
1907;9;-0.838;0.253;-0.938;0.151;-0.702;0.121;-0.724;0.135;-0.656;0.142
1907;10;-0.299;0.248;-0.919;0.149;-0.701;0.121;-0.727;0.135;-0.658;0.141
1907;11;-1.193;0.214;-0.855;0.145;-0.704;0.122;-0.725;0.135;-0.658;0.141
1907;12;-1.007;0.381;-0.821;0.147;-0.707;0.123;-0.720;0.134;-0.662;0.141
1908;1;-0.765;0.340;-0.788;0.145;-0.704;0.124;-0.723;0.134;-0.667;0.140
1908;2;-0.690;0.295;-0.786;0.142;-0.705;0.128;-0.731;0.136;-0.666;0.140
1908;3;-1.541;0.292;-0.752;0.148;-0.709;0.128;-0.735;0.136;-0.660;0.140
1908;4;-0.726;0.316;-0.778;0.151;-0.712;0.127;-0.734;0.135;-0.660;0.139
1908;5;-0.604;0.313;-0.778;0.157;-0.731;0.126;-0.734;0.134;-0.660;0.138
1908;6;-0.653;0.277;-0.765;0.151;-0.746;0.125;-0.735;0.134;-0.662;0.138
1908;7;-0.414;0.305;-0.822;0.155;-0.750;0.126;-0.734;0.135;-0.662;0.138
1908;8;-0.708;0.320;-0.836;0.156;-0.754;0.128;-0.734;0.134;-0.663;0.138
1908;9;-0.419;0.281;-0.795;0.148;-0.762;0.129;-0.734;0.134;-0.664;0.138
1908;10;-0.611;0.265;-0.819;0.139;-0.771;0.130;-0.732;0.134;-0.661;0.137
1908;11;-1.203;0.290;-0.858;0.136;-0.778;0.129;-0.729;0.132;-0.659;0.137
1908;12;-0.851;0.337;-0.872;0.140;-0.787;0.130;-0.719;0.132;-0.661;0.137
1909;1;-1.448;0.322;-0.878;0.144;-0.791;0.130;-0.707;0.131;-0.661;0.136
1909;2;-0.853;0.274;-0.848;0.146;-0.796;0.130;-0.698;0.130;-0.659;0.136
1909;3;-1.050;0.250;-0.864;0.146;-0.800;0.131;-0.697;0.131;-0.659;0.136
1909;4;-1.021;0.307;-0.847;0.148;-0.803;0.129;-0.694;0.130;-0.657;0.136
1909;5;-1.063;0.311;-0.773;0.153;-0.793;0.130;-0.691;0.130;-0.658;0.136
1909;6;-0.826;0.320;-0.757;0.145;-0.797;0.130;-0.687;0.130;-0.657;0.136
1909;7;-0.482;0.321;-0.679;0.134;-0.787;0.129;-0.684;0.129;-0.656;0.136
1909;8;-0.353;0.335;-0.669;0.134;-0.772;0.129;-0.681;0.130;-0.655;0.136
1909;9;-0.605;0.275;-0.680;0.133;-0.777;0.127;-0.677;0.130;-0.654;0.136
1909;10;-0.409;0.322;-0.657;0.138;-0.766;0.125;-0.673;0.129;-0.654;0.136
1909;11;-0.322;0.294;-0.636;0.137;-0.751;0.125;-0.675;0.129;-0.660;0.135
1909;12;-0.659;0.274;-0.630;0.133;-0.740;0.124;-0.671;0.128;-0.659;0.136
1910;1;-0.509;0.319;-0.620;0.135;-0.737;0.124;-0.672;0.127;-0.654;0.135
1910;2;-0.727;0.313;-0.634;0.143;-0.740;0.125;-0.661;0.126;-0.655;0.135
1910;3;-1.182;0.310;-0.643;0.146;-0.746;0.126;-0.659;0.125;-0.656;0.135
1910;4;-0.753;0.302;-0.660;0.144;-0.760;0.126;-0.650;0.125;-0.655;0.135
1910;5;-0.803;0.305;-0.738;0.141;-0.755;0.128;-0.646;0.126;-0.656;0.134
1910;6;-0.759;0.271;-0.782;0.143;-0.750;0.125;-0.646;0.127;-0.656;0.134
1910;7;-0.355;0.349;-0.830;0.140;-0.751;0.125;-0.643;0.127;-0.655;0.134
1910;8;-0.523;0.388;-0.865;0.142;-0.755;0.129;-0.642;0.129;-0.656;0.134
1910;9;-0.720;0.275;-0.864;0.140;-0.747;0.129;-0.641;0.129;-0.657;0.134
1910;10;-0.611;0.214;-0.852;0.141;-0.745;0.128;-0.643;0.129;-0.660;0.134
1910;11;-1.252;0.261;-0.860;0.145;-0.750;0.128;-0.645;0.129;-0.661;0.133
1910;12;-1.194;0.296;-0.867;0.152;-0.755;0.127;-0.647;0.129;-0.666;0.133
1911;1;-1.083;0.291;-0.883;0.152;-0.759;0.129;-0.641;0.130;-0.663;0.133
1911;2;-1.141;0.276;-0.892;0.150;-0.755;0.129;-0.637;0.131;-0.664;0.132
1911;3;-1.177;0.193;-0.894;0.156;-0.761;0.130;-0.639;0.131;-0.665;0.132
1911;4;-0.609;0.289;-0.869;0.162;-0.760;0.130;-0.643;0.132;-0.665;0.133
1911;5;-0.899;0.362;-0.793;0.170;-0.745;0.131;-0.645;0.131;-0.664;0.133
1911;6;-0.839;0.308;-0.715;0.174;-0.728;0.132;-0.649;0.131;-0.663;0.132
1911;7;-0.543;0.332;-0.665;0.177;-0.696;0.130;-0.650;0.132;-0.663;0.132
1911;8;-0.638;0.385;-0.588;0.181;-0.683;0.130;-0.652;0.132;-0.663;0.132
1911;9;-0.740;0.325;-0.607;0.183;-0.678;0.131;-0.653;0.132;-0.663;0.131
1911;10;-0.307;0.263;-0.584;0.180;-0.672;0.133;-0.656;0.131;-0.662;0.131
1911;11;-0.340;0.301;-0.544;0.181;-0.661;0.134;-0.656;0.131;-0.661;0.130
1911;12;-0.268;0.278;-0.508;0.175;-0.654;0.133;-0.670;0.131;-0.660;0.132
1912;1;-0.484;0.316;-0.518;0.176;-0.653;0.134;-0.669;0.129;-0.661;0.132
1912;2;-0.218;0.373;-0.537;0.171;-0.653;0.134;-0.670;0.129;-0.666;0.132
1912;3;-1.398;0.246;-0.575;0.166;-0.651;0.135;-0.673;0.129;-0.665;0.133
1912;4;-0.336;0.339;-0.645;0.163;-0.645;0.135;-0.672;0.129;-0.662;0.133
1912;5;-0.421;0.354;-0.691;0.158;-0.646;0.135;-0.672;0.129;-0.661;0.132
1912;6;-0.401;0.264;-0.729;0.156;-0.636;0.135;-0.671;0.129;-0.659;0.132
1912;7;-0.664;0.328;-0.757;0.152;-0.638;0.134;-0.667;0.129;-0.658;0.132
1912;8;-0.864;0.336;-0.816;0.160;-0.627;0.135;-0.667;0.130;-0.658;0.132
1912;9;-1.201;0.274;-0.787;0.161;-0.617;0.135;-0.666;0.131;-0.657;0.132
1912;10;-1.149;0.228;-0.812;0.157;-0.600;0.136;-0.672;0.131;-0.655;0.132
1912;11;-0.887;0.269;-0.850;0.154;-0.589;0.138;-0.668;0.131;-0.653;0.133
1912;12;-0.727;0.239;-0.900;0.157;-0.584;0.139;-0.673;0.131;-0.648;0.133
1913;1;-0.811;0.306;-0.894;0.163;-0.581;0.139;-0.676;0.130;-0.648;0.133
1913;2;-0.933;0.432;-0.862;0.162;-0.579;0.138;-0.679;0.131;-0.651;0.134
1913;3;-1.050;0.225;-0.828;0.163;-0.574;0.139;-0.672;0.130;-0.651;0.133
1913;4;-0.633;0.252;-0.779;0.164;-0.574;0.140;-0.674;0.129;-0.651;0.132
1913;5;-0.884;0.316;-0.732;0.161;-0.559;0.140;-0.679;0.129;-0.650;0.132
1913;6;-0.997;0.275;-0.654;0.166;-0.548;0.142;-0.681;0.129;-0.649;0.133
1913;7;-0.597;0.363;-0.549;0.156;-0.531;0.144;-0.684;0.130;-0.648;0.133
1913;8;-0.474;0.318;-0.477;0.137;-0.521;0.143;-0.685;0.130;-0.648;0.132
1913;9;-0.795;0.287;-0.453;0.137;-0.516;0.143;-0.687;0.130;-0.648;0.132
1913;10;-0.556;0.239;-0.456;0.145;-0.515;0.143;-0.683;0.130;-0.645;0.132
1913;11;-0.324;0.215;-0.413;0.156;-0.512;0.142;-0.678;0.130;-0.643;0.132
1913;12;0.208;0.312;-0.366;0.157;-0.511;0.142;-0.680;0.130;-0.640;0.132
1914;1;0.451;0.305;-0.349;0.158;-0.509;0.143;-0.672;0.129;-0.639;0.132
1914;2;-0.075;0.260;-0.338;0.166;-0.507;0.143;-0.670;0.130;-0.636;0.132
1914;3;-0.764;0.219;-0.314;0.168;-0.505;0.144;-0.669;0.130;-0.633;0.132
1914;4;-0.668;0.359;-0.274;0.172;-0.510;0.144;-0.661;0.131;-0.632;0.131
1914;5;-0.366;0.424;-0.277;0.176;-0.520;0.143;-0.658;0.131;-0.631;0.131
1914;6;-0.435;0.274;-0.300;0.183;-0.544;0.144;-0.656;0.131;-0.630;0.131
1914;7;-0.389;0.362;-0.388;0.177;-0.552;0.141;-0.655;0.132;-0.628;0.130
1914;8;-0.342;0.342;-0.387;0.184;-0.569;0.142;-0.655;0.133;-0.628;0.130
1914;9;-0.511;0.284;-0.371;0.189;-0.570;0.143;-0.653;0.133;-0.626;0.130
1914;10;-0.073;0.262;-0.297;0.183;-0.578;0.145;-0.650;0.133;-0.625;0.130
1914;11;-0.365;0.251;-0.275;0.174;-0.592;0.144;-0.657;0.133;-0.625;0.129
1914;12;-0.066;0.312;-0.281;0.176;-0.602;0.144;-0.657;0.133;-0.624;0.129
1915;1;-0.606;0.295;-0.261;0.174;-0.596;0.146;-0.654;0.133;-0.624;0.128
1915;2;-0.055;0.288;-0.268;0.171;-0.594;0.147;-0.653;0.132;-0.622;0.128
1915;3;-0.580;0.245;-0.257;0.167;-0.586;0.148;-0.645;0.132;-0.621;0.127
1915;4;0.220;0.301;-0.303;0.163;-0.584;0.148;-0.641;0.133;-0.619;0.127
1915;5;-0.093;0.342;-0.304;0.163;-0.581;0.146;-0.637;0.133;-0.619;0.128
1915;6;-0.510;0.301;-0.339;0.172;-0.596;0.147;-0.636;0.134;-0.620;0.128
1915;7;-0.150;0.349;-0.297;0.184;-0.601;0.147;-0.635;0.134;-0.620;0.128
1915;8;-0.425;0.343;-0.336;0.180;-0.603;0.144;-0.635;0.133;-0.620;0.129
1915;9;-0.379;0.343;-0.361;0.176;-0.597;0.142;-0.635;0.134;-0.620;0.129
1915;10;-0.626;0.242;-0.426;0.176;-0.604;0.142;-0.634;0.135;-0.620;0.128
1915;11;-0.381;0.294;-0.477;0.172;-0.608;0.143;-0.631;0.135;-0.620;0.129
1915;12;-0.481;0.308;-0.500;0.175;-0.607;0.143;-0.632;0.135;-0.618;0.129
1916;1;-0.108;0.340;-0.523;0.179;-0.610;0.142;-0.623;0.136;-0.613;0.129
1916;2;-0.515;0.246;-0.530;0.183;-0.615;0.143;-0.616;0.135;-0.608;0.130
1916;3;-0.886;0.347;-0.553;0.187;-0.613;0.143;-0.610;0.136;-0.604;0.130
1916;4;-0.556;0.300;-0.547;0.193;-0.607;0.141;-0.607;0.137;-0.606;0.130
1916;5;-0.704;0.327;-0.595;0.191;-0.610;0.141;-0.603;0.137;-0.607;0.129
1916;6;-0.785;0.310;-0.696;0.184;-0.631;0.139;-0.598;0.137;-0.608;0.129
1916;7;-0.432;0.372;-0.768;0.163;-0.648;0.138;-0.596;0.137;-0.609;0.129
1916;8;-0.507;0.376;-0.831;0.172;-0.657;0.139;-0.596;0.136;-0.609;0.128
1916;9;-0.653;0.335;-0.876;0.178;-0.660;0.138;-0.594;0.135;-0.608;0.128
1916;10;-0.560;0.279;-0.901;0.183;-0.650;0.138;-0.594;0.135;-0.608;0.128
1916;11;-0.947;0.289;-0.947;0.182;-0.655;0.137;-0.596;0.135;-0.605;0.128
1916;12;-1.699;0.305;-0.961;0.173;-0.657;0.137;-0.595;0.137;-0.607;0.128
1917;1;-0.969;0.280;-0.954;0.171;-0.657;0.138;-0.597;0.137;-0.605;0.128
1917;2;-1.272;0.292;-0.973;0.170;-0.657;0.138;-0.605;0.138;-0.602;0.127
1917;3;-1.428;0.244;-0.979;0.168;-0.655;0.138;-0.599;0.139;-0.602;0.127
1917;4;-0.857;0.375;-1.018;0.163;-0.655;0.138;-0.598;0.139;-0.601;0.126
1917;5;-1.252;0.349;-0.995;0.159;-0.667;0.138;-0.599;0.139;-0.598;0.126
1917;6;-0.960;0.247;-0.990;0.161;-0.678;0.139;-0.599;0.139;-0.596;0.126
1917;7;-0.345;0.359;-1.002;0.167;-0.670;0.139;-0.596;0.139;-0.594;0.126
1917;8;-0.736;0.372;-0.983;0.167;-0.679;0.136;-0.594;0.140;-0.593;0.126
1917;9;-0.722;0.323;-0.925;0.159;-0.673;0.137;-0.589;0.139;-0.591;0.126
1917;10;-1.027;0.227;-0.938;0.151;-0.681;0.138;-0.584;0.140;-0.588;0.126
1917;11;-0.676;0.219;-0.930;0.146;-0.686;0.136;-0.580;0.141;-0.584;0.127
1917;12;-1.637;0.323;-0.926;0.150;-0.688;0.137;-0.576;0.141;-0.583;0.126
1918;1;-1.107;0.326;-0.962;0.147;-0.690;0.136;-0.572;0.141;-0.579;0.126
1918;2;-1.044;0.295;-0.964;0.141;-0.691;0.135;-0.570;0.141;-0.576;0.126
1918;3;-0.737;0.226;-0.962;0.140;-0.695;0.136;-0.567;0.140;-0.573;0.127
1918;4;-1.016;0.316;-0.890;0.142;-0.695;0.137;-0.568;0.139;-0.572;0.127
1918;5;-1.149;0.318;-0.880;0.152;-0.702;0.136;-0.566;0.140;-0.571;0.126
1918;6;-0.914;0.272;-0.832;0.145;-0.717;0.135;-0.562;0.140;-0.571;0.126
1918;7;-0.776;0.335;-0.786;0.147;-0.714;0.135;-0.562;0.140;-0.571;0.126
1918;8;-0.770;0.323;-0.747;0.152;-0.711;0.134;-0.563;0.140;-0.570;0.126
1918;9;-0.696;0.283;-0.768;0.159;-0.705;0.135;-0.561;0.140;-0.570;0.126
1918;10;-0.161;0.265;-0.687;0.160;-0.699;0.137;-0.558;0.140;-0.568;0.126
1918;11;-0.555;0.287;-0.646;0.167;-0.694;0.139;-0.557;0.141;-0.564;0.126
1918;12;-1.058;0.288;-0.617;0.163;-0.686;0.138;-0.561;0.141;-0.561;0.127
